0,-1.0515,-1.7013
0,-1.0515,1.7013
0,1.0515,1.7013
0,1.0515,-1.7013
-1.0515,-1.7013,0
-1.0515,1.7013,0
1.0515,1.7013,0
1.0515,-1.7013,0
-1.7013,0,-1.0515
1.7013,0,-1.0515
1.7013,0,1.0515
-1.7013,0,1.0515
